date,year,month,month_name,day,day_name,week_of_year,quarter
2015-11-26,2015,11,November,26,Thursday,48,4
2011-09-10,2011,9,September,10,Saturday,36,3
2001-06-11,2001,6,June,11,Monday,24,2
2020-04-24,2020,4,April,24,Friday,17,2
1986-02-27,1986,2,February,27,Thursday,9,1
2014-10-22,2014,10,October,22,Wednesday,43,4
2018-05-01,2018,5,May,1,Tuesday,18,2
2008-01-01,2008,1,January,1,Tuesday,1,1
2019-10-01,2019,10,October,1,Tuesday,40,4
2016-04-16,2016,4,April,16,Saturday,15,2
2000-11-10,2000,11,November,10,Friday,45,4
2010-08-12,2010,8,August,12,Thursday,32,3
1983-05-11,1983,5,May,11,Wednesday,19,2
2016-03-10,2016,3,March,10,Thursday,10,1
2002-10-15,2002,10,October,15,Tuesday,42,4
1978-06-16,1978,6,June,16,Friday,24,2
2012-06-02,2012,6,June,2,Saturday,22,2
2017-08-31,2017,8,August,31,Thursday,35,3
1992-06-03,1992,6,June,3,Wednesday,23,2
2012-05-11,2012,5,May,11,Friday,19,2
2016-02-04,2016,2,February,4,Thursday,5,1
2021-09-03,2021,9,September,3,Friday,35,3
2019-05-16,2019,5,May,16,Thursday,20,2
2018-09-13,2018,9,September,13,Thursday,37,3
1996-01-19,1996,1,January,19,Friday,3,1
2005-09-16,2005,9,September,16,Friday,37,3
2020-11-17,2020,11,November,17,Tuesday,47,4
2004-08-20,2004,8,August,20,Friday,34,3
2001-02-08,2001,2,February,8,Thursday,6,1
2007-01-25,2007,1,January,25,Thursday,4,1
2007-02-02,2007,2,February,2,Friday,5,1
2009-10-06,2009,10,October,6,Tuesday,41,4
2019-08-15,2019,8,August,15,Thursday,33,3
2004-09-10,2004,9,September,10,Friday,37,3
2014-12-04,2014,12,December,4,Thursday,49,4
2021-10-22,2021,10,October,22,Friday,42,4
1992-10-16,1992,10,October,16,Friday,42,4
2014-10-01,2014,10,October,1,Wednesday,40,4
2018-01-19,2018,1,January,19,Friday,3,1
2009-05-20,2009,5,May,20,Wednesday,21,2
2008-08-15,2008,8,August,15,Friday,33,3
2020-01-16,2020,1,January,16,Thursday,3,1
2019-12-13,2019,12,December,13,Friday,50,4
1985-04-12,1985,4,April,12,Friday,15,2
1987-07-17,1987,7,July,17,Friday,29,3
1968-10-04,1968,10,October,4,Friday,40,4
2019-05-04,2019,5,May,4,Saturday,18,2
2017-02-11,2017,2,February,11,Saturday,6,1
1978-09-02,1978,9,September,2,Saturday,35,3
2020-04-29,2020,4,April,29,Wednesday,18,2
1996-04-09,1996,4,April,9,Tuesday,15,2
1999-09-10,1999,9,September,10,Friday,36,3
1993-04-28,1993,4,April,28,Wednesday,17,2
2022-09-30,2022,9,September,30,Friday,39,3
2019-10-18,2019,10,October,18,Friday,42,4
2017-02-15,2017,2,February,15,Wednesday,7,1
1985-09-04,1985,9,September,4,Wednesday,36,3
2016-10-21,2016,10,October,21,Friday,42,4
2016-04-29,2016,4,April,29,Friday,17,2
2014-10-21,2014,10,October,21,Tuesday,43,4
2020-11-20,2020,11,November,20,Friday,47,4
2010-02-26,2010,2,February,26,Friday,8,1
2009-02-27,2009,2,February,27,Friday,9,1
2020-02-28,2020,2,February,28,Friday,9,1
1997-07-31,1997,7,July,31,Thursday,31,3
2002-03-15,2002,3,March,15,Friday,11,1
2004-05-11,2004,5,May,11,Tuesday,20,2
2019-08-22,2019,8,August,22,Thursday,34,3
2011-09-09,2011,9,September,9,Friday,36,3
2020-06-15,2020,6,June,15,Monday,25,2
2011-03-11,2011,3,March,11,Friday,10,1
2018-12-11,2018,12,December,11,Tuesday,50,4
2017-09-29,2017,9,September,29,Friday,39,3
2018-07-19,2018,7,July,19,Thursday,29,3
2018-02-13,2018,2,February,13,Tuesday,7,1
1999-01-23,1999,1,January,23,Saturday,3,1
1992-08-28,1992,8,August,28,Friday,35,3
1997-05-29,1997,5,May,29,Thursday,22,2
1983-07-22,1983,7,July,22,Friday,29,3
2017-01-12,2017,1,January,12,Thursday,2,1
2017-10-20,2017,10,October,20,Friday,42,4
1986-08-15,1986,8,August,15,Friday,33,3
2015-10-21,2015,10,October,21,Wednesday,43,4
2016-03-04,2016,3,March,4,Friday,9,1
2005-07-29,2005,7,July,29,Friday,30,3
2013-02-01,2013,2,February,1,Friday,5,1
2019-05-29,2019,5,May,29,Wednesday,22,2
2004-11-26,2004,11,November,26,Friday,48,4
1979-07-26,1979,7,July,26,Thursday,30,3
1996-12-25,1996,12,December,25,Wednesday,52,4
2014-01-22,2014,1,January,22,Wednesday,4,1
1996-10-11,1996,10,October,11,Friday,41,4
2019-07-31,2019,7,July,31,Wednesday,31,3
2018-04-20,2018,4,April,20,Friday,16,2
2010-10-04,2010,10,October,4,Monday,40,4
2020-03-09,2020,3,March,9,Monday,11,1
2005-05-20,2005,5,May,20,Friday,20,2
2015-05-08,2015,5,May,8,Friday,19,2
2002-11-22,2002,11,November,22,Friday,47,4
2008-01-22,2008,1,January,22,Tuesday,4,1
1987-07-31,1987,7,July,31,Friday,31,3
2018-02-04,2018,2,February,4,Sunday,5,1
2012-09-21,2012,9,September,21,Friday,38,3
2017-09-28,2017,9,September,28,Thursday,39,3
2018-05-03,2018,5,May,3,Thursday,18,2
1986-05-23,1986,5,May,23,Friday,21,2
2012-07-28,2012,7,July,28,Saturday,30,3
2008-10-27,2008,10,October,27,Monday,44,4
1999-04-14,1999,4,April,14,Wednesday,15,2
2000-10-27,2000,10,October,27,Friday,43,4
2009-09-08,2009,9,September,8,Tuesday,37,3
1998-11-13,1998,11,November,13,Friday,46,4
2022-10-08,2022,10,October,8,Saturday,40,4
1986-07-25,1986,7,July,25,Friday,30,3
2003-03-21,2003,3,March,21,Friday,12,1
2016-06-18,2016,6,June,18,Saturday,24,2
2021-09-26,2021,9,September,26,Sunday,38,3
2005-08-19,2005,8,August,19,Friday,33,3
2013-03-23,2013,3,March,23,Saturday,12,1
2017-06-23,2017,6,June,23,Friday,25,2
2014-06-23,2014,6,June,23,Monday,26,2
1968-06-12,1968,6,June,12,Wednesday,24,2
2020-09-01,2020,9,September,1,Tuesday,36,3
2014-10-20,2014,10,October,20,Monday,43,4
2016-11-11,2016,11,November,11,Friday,45,4
2017-10-14,2017,10,October,14,Saturday,41,4
2020-08-14,2020,8,August,14,Friday,33,3
2012-02-03,2012,2,February,3,Friday,5,1
2016-12-01,2016,12,December,1,Thursday,48,4
2006-06-06,2006,6,June,6,Tuesday,23,2
2014-07-01,2014,7,July,1,Tuesday,27,3
2017-01-25,2017,1,January,25,Wednesday,4,1
2017-09-13,2017,9,September,13,Wednesday,37,3
2006-03-31,2006,3,March,31,Friday,13,1
1996-03-08,1996,3,March,8,Friday,10,1
2021-11-11,2021,11,November,11,Thursday,45,4
2018-02-02,2018,2,February,2,Friday,5,1
2020-08-01,2020,8,August,1,Saturday,31,3
2022-09-09,2022,9,September,9,Friday,36,3
2019-09-13,2019,9,September,13,Friday,37,3
2016-09-15,2016,9,September,15,Thursday,37,3
2001-10-02,2001,10,October,2,Tuesday,40,4
2007-04-20,2007,4,April,20,Friday,16,2
2006-10-12,2006,10,October,12,Thursday,41,4
2012-12-28,2012,12,December,28,Friday,52,4
2016-01-07,2016,1,January,7,Thursday,1,1
2014-11-01,2014,11,November,1,Saturday,44,4
2021-07-28,2021,7,July,28,Wednesday,30,3
2014-10-10,2014,10,October,10,Friday,41,4
2018-04-17,2018,4,April,17,Tuesday,16,2
1993-10-30,1993,10,October,30,Saturday,43,4
2020-12-17,2020,12,December,17,Thursday,51,4
2019-02-20,2019,2,February,20,Wednesday,8,1
2018-06-29,2018,6,June,29,Friday,26,2
2006-02-03,2006,2,February,3,Friday,5,1
2017-10-06,2017,10,October,6,Friday,40,4
1990-05-19,1990,5,May,19,Saturday,20,2
2007-04-27,2007,4,April,27,Friday,17,2
1998-04-10,1998,4,April,10,Friday,15,2
2014-11-15,2014,11,November,15,Saturday,46,4
1998-03-06,1998,3,March,6,Friday,10,1
2000-09-22,2000,9,September,22,Friday,38,3
2011-10-18,2011,10,October,18,Tuesday,42,4
2012-01-06,2012,1,January,6,Friday,1,1
2004-01-30,2004,1,January,30,Friday,5,1
1988-04-01,1988,4,April,1,Friday,13,2
2006-03-24,2006,3,March,24,Friday,12,1
2021-09-09,2021,9,September,9,Thursday,36,3
2018-05-25,2018,5,May,25,Friday,21,2
2017-02-03,2017,2,February,3,Friday,5,1
2009-01-30,2009,1,January,30,Friday,5,1
1987-02-27,1987,2,February,27,Friday,9,1
2011-10-29,2011,10,October,29,Saturday,43,4
2018-09-09,2018,9,September,9,Sunday,36,3
2011-08-18,2011,8,August,18,Thursday,33,3
2008-02-01,2008,2,February,1,Friday,5,1
2005-10-14,2005,10,October,14,Friday,41,4
1999-07-23,1999,7,July,23,Friday,29,3
2010-08-27,2010,8,August,27,Friday,34,3
2016-04-23,2016,4,April,23,Saturday,16,2
1999-03-16,1999,3,March,16,Tuesday,11,1
2022-06-16,2022,6,June,16,Thursday,24,2
2010-10-01,2010,10,October,1,Friday,39,4
1989-08-11,1989,8,August,11,Friday,32,3
2008-09-23,2008,9,September,23,Tuesday,39,3
2008-02-13,2008,2,February,13,Wednesday,7,1
2012-10-09,2012,10,October,9,Tuesday,41,4
2017-08-30,2017,8,August,30,Wednesday,35,3
2006-08-17,2006,8,August,17,Thursday,33,3
2005-08-26,2005,8,August,26,Friday,34,3
2014-01-08,2014,1,January,8,Wednesday,2,1
2018-05-10,2018,5,May,10,Thursday,19,2
1996-02-20,1996,2,February,20,Tuesday,8,1
2014-04-04,2014,4,April,4,Friday,14,2
2006-06-28,2006,6,June,28,Wednesday,26,2
2005-06-18,2005,6,June,18,Saturday,24,2
2012-11-30,2012,11,November,30,Friday,48,4
2019-09-20,2019,9,September,20,Friday,38,3
1999-07-15,1999,7,July,15,Thursday,28,3
2018-05-21,2018,5,May,21,Monday,21,2
2011-10-14,2011,10,October,14,Friday,41,4
1997-07-18,1997,7,July,18,Friday,29,3
1992-04-10,1992,4,April,10,Friday,15,2
2007-06-17,2007,6,June,17,Sunday,24,2
2008-01-04,2008,1,January,4,Friday,1,1
2013-09-20,2013,9,September,20,Friday,38,3
2016-05-12,2016,5,May,12,Thursday,19,2
1995-04-28,1995,4,April,28,Friday,17,2
2002-07-17,2002,7,July,17,Wednesday,29,3
2018-09-14,2018,9,September,14,Friday,37,3
1982-09-24,1982,9,September,24,Friday,38,3
2018-01-20,2018,1,January,20,Saturday,3,1
2008-04-18,2008,4,April,18,Friday,16,2
2000-12-22,2000,12,December,22,Friday,51,4
1988-04-29,1988,4,April,29,Friday,17,2
2010-10-29,2010,10,October,29,Friday,43,4
1998-12-04,1998,12,December,4,Friday,49,4
2013-10-08,2013,10,October,8,Tuesday,41,4
2019-10-26,2019,10,October,26,Saturday,43,4
2012-05-19,2012,5,May,19,Saturday,20,2
1992-05-22,1992,5,May,22,Friday,21,2
2009-01-16,2009,1,January,16,Friday,3,1
1996-01-01,1996,1,January,1,Monday,1,1
1999-11-24,1999,11,November,24,Wednesday,47,4
2020-11-13,2020,11,November,13,Friday,46,4
2016-09-22,2016,9,September,22,Thursday,38,3
1989-04-07,1989,4,April,7,Friday,14,2
2014-04-18,2014,4,April,18,Friday,16,2
2012-08-25,2012,8,August,25,Saturday,34,3
2013-06-06,2013,6,June,6,Thursday,23,2
2014-09-12,2014,9,September,12,Friday,37,3
2009-06-24,2009,6,June,24,Wednesday,26,2
2010-01-28,2010,1,January,28,Thursday,4,1
2018-08-22,2018,8,August,22,Wednesday,34,3
2020-01-01,2020,1,January,1,Wednesday,1,1
1988-08-05,1988,8,August,5,Friday,31,3
2018-09-20,2018,9,September,20,Thursday,38,3
2015-09-25,2015,9,September,25,Friday,39,3
2007-05-18,2007,5,May,18,Friday,20,2
2017-08-04,2017,8,August,4,Friday,31,3
2019-09-19,2019,9,September,19,Thursday,38,3
1996-07-18,1996,7,July,18,Thursday,29,3
2018-05-28,2018,5,May,28,Monday,22,2
2020-06-04,2020,6,June,4,Thursday,23,2
1985-10-10,1985,10,October,10,Thursday,41,4
2014-09-19,2014,9,September,19,Friday,38,3
1999-07-28,1999,7,July,28,Wednesday,30,3
2018-12-06,2018,12,December,6,Thursday,49,4
2005-10-20,2005,10,October,20,Thursday,42,4
1991-05-07,1991,5,May,7,Tuesday,19,2
2016-02-02,2016,2,February,2,Tuesday,5,1
2014-06-10,2014,6,June,10,Tuesday,24,2
2016-06-27,2016,6,June,27,Monday,26,2
2004-08-06,2004,8,August,6,Friday,32,3
2005-01-27,2005,1,January,27,Thursday,4,1
2019-02-06,2019,2,February,6,Wednesday,6,1
1977-07-22,1977,7,July,22,Friday,29,3
2013-02-21,2013,2,February,21,Thursday,8,1
2017-06-02,2017,6,June,2,Friday,22,2
2018-10-13,2018,10,October,13,Saturday,41,4
2020-02-11,2020,2,February,11,Tuesday,7,1
1996-10-25,1996,10,October,25,Friday,43,4
2011-09-24,2011,9,September,24,Saturday,38,3
2012-09-10,2012,9,September,10,Monday,37,3
2002-06-10,2002,6,June,10,Monday,24,2
2009-05-12,2009,5,May,12,Tuesday,20,2
2017-07-20,2017,7,July,20,Thursday,29,3
2016-12-02,2016,12,December,2,Friday,48,4
2004-01-02,2004,1,January,2,Friday,1,1
1982-02-19,1982,2,February,19,Friday,7,1
2007-10-02,2007,10,October,2,Tuesday,40,4
1985-12-21,1985,12,December,21,Saturday,51,4
2015-07-10,2015,7,July,10,Friday,28,3
2006-06-24,2006,6,June,24,Saturday,25,2
1988-06-10,1988,6,June,10,Friday,23,2
2002-02-10,2002,2,February,10,Sunday,6,1
2006-08-31,2006,8,August,31,Thursday,35,3
2010-11-06,2010,11,November,6,Saturday,44,4
2020-10-09,2020,10,October,9,Friday,41,4
2013-10-19,2013,10,October,19,Saturday,42,4
2003-01-24,2003,1,January,24,Friday,4,1
2006-09-08,2006,9,September,8,Friday,36,3
2013-10-29,2013,10,October,29,Tuesday,44,4
2017-07-17,2017,7,July,17,Monday,29,3
2017-10-05,2017,10,October,5,Thursday,40,4
2019-10-25,2019,10,October,25,Friday,43,4
2010-10-18,2010,10,October,18,Monday,42,4
2020-09-27,2020,9,September,27,Sunday,39,3
2018-09-19,2018,9,September,19,Wednesday,38,3
2002-04-22,2002,4,April,22,Monday,17,2
2019-07-19,2019,7,July,19,Friday,29,3
1999-08-25,1999,8,August,25,Wednesday,34,3
2009-03-27,2009,3,March,27,Friday,13,1
2007-04-05,2007,4,April,5,Thursday,14,2
1987-10-02,1987,10,October,2,Friday,40,4
2012-09-01,2012,9,September,1,Saturday,35,3
2019-04-19,2019,4,April,19,Friday,16,2
2006-08-11,2006,8,August,11,Friday,32,3
2015-09-17,2015,9,September,17,Thursday,38,3
2013-06-21,2013,6,June,21,Friday,25,2
2018-11-24,2018,11,November,24,Saturday,47,4
2003-02-20,2003,2,February,20,Thursday,8,1
2010-10-09,2010,10,October,9,Saturday,40,4
2011-09-02,2011,9,September,2,Friday,35,3
2000-08-25,2000,8,August,25,Friday,34,3
2018-09-21,2018,9,September,21,Friday,38,3
2015-10-09,2015,10,October,9,Friday,41,4
1998-12-25,1998,12,December,25,Friday,52,4
2009-03-06,2009,3,March,6,Friday,10,1
2017-11-05,2017,11,November,5,Sunday,44,4
1962-10-12,1962,10,October,12,Friday,41,4
2007-01-19,2007,1,January,19,Friday,3,1
2018-10-12,2018,10,October,12,Friday,41,4
2007-05-21,2007,5,May,21,Monday,21,2
2018-04-13,2018,4,April,13,Friday,15,2
1990-08-10,1990,8,August,10,Friday,32,3
2000-09-23,2000,9,September,23,Saturday,38,3
1983-02-04,1983,2,February,4,Friday,5,1
2018-11-16,2018,11,November,16,Friday,46,4
2014-08-19,2014,8,August,19,Tuesday,34,3
1979-01-17,1979,1,January,17,Wednesday,3,1
2010-05-06,2010,5,May,6,Thursday,18,2
1992-05-02,1992,5,May,2,Saturday,18,2
2006-01-01,2006,1,January,1,Sunday,52,1
2015-10-16,2015,10,October,16,Friday,42,4
1994-03-25,1994,3,March,25,Friday,12,1
2017-10-27,2017,10,October,27,Friday,43,4
1999-10-06,1999,10,October,6,Wednesday,40,4
1995-12-22,1995,12,December,22,Friday,51,4
2001-10-23,2001,10,October,23,Tuesday,43,4
2019-02-21,2019,2,February,21,Thursday,8,1
1987-06-12,1987,6,June,12,Friday,24,2
2010-08-21,2010,8,August,21,Saturday,33,3
2022-04-06,2022,4,April,6,Wednesday,14,2
2014-08-15,2014,8,August,15,Friday,33,3
2003-09-05,2003,9,September,5,Friday,36,3
2009-06-12,2009,6,June,12,Friday,24,2
2015-05-15,2015,5,May,15,Friday,20,2
2014-03-17,2014,3,March,17,Monday,12,1
1992-07-24,1992,7,July,24,Friday,30,3
2017-08-11,2017,8,August,11,Friday,32,3
2019-09-16,2019,9,September,16,Monday,38,3
2006-07-10,2006,7,July,10,Monday,28,3
2018-10-25,2018,10,October,25,Thursday,43,4
2002-01-01,2002,1,January,1,Tuesday,1,1
2019-01-24,2019,1,January,24,Thursday,4,1
1985-10-18,1985,10,October,18,Friday,42,4
1998-01-16,1998,1,January,16,Friday,3,1
2013-02-28,2013,2,February,28,Thursday,9,1
1988-09-30,1988,9,September,30,Friday,39,3
2018-08-01,2018,8,August,1,Wednesday,31,3
1988-09-10,1988,9,September,10,Saturday,36,3
1972-08-30,1972,8,August,30,Wednesday,35,3
2010-01-22,2010,1,January,22,Friday,3,1
2022-05-17,2022,5,May,17,Tuesday,20,2
2014-05-16,2014,5,May,16,Friday,20,2
1998-10-30,1998,10,October,30,Friday,44,4
2019-12-10,2019,12,December,10,Tuesday,50,4
2017-04-07,2017,4,April,7,Friday,14,2
2000-10-31,2000,10,October,31,Tuesday,44,4
1988-04-07,1988,4,April,7,Thursday,14,2
2015-09-29,2015,9,September,29,Tuesday,40,3
2016-09-09,2016,9,September,9,Friday,36,3
2015-04-07,2015,4,April,7,Tuesday,15,2
2008-02-22,2008,2,February,22,Friday,8,1
2001-04-20,2001,4,April,20,Friday,16,2
2012-10-14,2012,10,October,14,Sunday,41,4
2020-02-05,2020,2,February,5,Wednesday,6,1
2000-03-16,2000,3,March,16,Thursday,11,1
2012-06-16,2012,6,June,16,Saturday,24,2
2016-07-06,2016,7,July,6,Wednesday,27,3
2015-09-16,2015,9,September,16,Wednesday,38,3
2017-12-01,2017,12,December,1,Friday,48,4
1972-03-09,1972,3,March,9,Thursday,10,1
2014-10-23,2014,10,October,23,Thursday,43,4
2005-03-03,2005,3,March,3,Thursday,9,1
2016-09-01,2016,9,September,1,Thursday,35,3
2009-11-06,2009,11,November,6,Friday,45,4
2015-10-30,2015,10,October,30,Friday,44,4
2001-01-01,2001,1,January,1,Monday,1,1
2020-01-17,2020,1,January,17,Friday,3,1
2018-06-28,2018,6,June,28,Thursday,26,2
1991-12-11,1991,12,December,11,Wednesday,50,4
2014-10-16,2014,10,October,16,Thursday,42,4
2008-08-07,2008,8,August,7,Thursday,32,3
2011-03-31,2011,3,March,31,Thursday,13,1
2013-02-19,2013,2,February,19,Tuesday,8,1
2011-07-20,2011,7,July,20,Wednesday,29,3
2015-08-07,2015,8,August,7,Friday,32,3
2018-07-12,2018,7,July,12,Thursday,28,3
2005-07-22,2005,7,July,22,Friday,29,3
2016-05-17,2016,5,May,17,Tuesday,20,2
1997-08-22,1997,8,August,22,Friday,34,3
1978-05-23,1978,5,May,23,Tuesday,21,2
1987-03-06,1987,3,March,6,Friday,10,1
2001-12-22,2001,12,December,22,Saturday,51,4
1977-03-19,1977,3,March,19,Saturday,11,1
2018-09-12,2018,9,September,12,Wednesday,37,3
2011-02-04,2011,2,February,4,Friday,5,1
2018-10-10,2018,10,October,10,Wednesday,41,4
1992-08-13,1992,8,August,13,Thursday,33,3
2015-11-06,2015,11,November,6,Friday,45,4
2016-08-22,2016,8,August,22,Monday,34,3
1999-10-29,1999,10,October,29,Friday,43,4
2016-09-06,2016,9,September,6,Tuesday,36,3
1987-04-10,1987,4,April,10,Friday,15,2
1980-07-18,1980,7,July,18,Friday,29,3
2009-01-17,2009,1,January,17,Saturday,3,1
2005-01-28,2005,1,January,28,Friday,4,1
2019-04-12,2019,4,April,12,Friday,15,2
2017-12-25,2017,12,December,25,Monday,52,4
2011-06-16,2011,6,June,16,Thursday,24,2
1992-01-29,1992,1,January,29,Wednesday,5,1
2019-01-28,2019,1,January,28,Monday,5,1
1987-01-22,1987,1,January,22,Thursday,4,1
2017-04-27,2017,4,April,27,Thursday,17,2
2002-09-23,2002,9,September,23,Monday,39,3
2009-02-06,2009,2,February,6,Friday,6,1
2002-01-25,2002,1,January,25,Friday,4,1
2013-01-20,2013,1,January,20,Sunday,3,1
2016-05-01,2016,5,May,1,Sunday,17,2
2017-06-09,2017,6,June,9,Friday,23,2
2005-05-05,2005,5,May,5,Thursday,18,2
2018-04-29,2018,4,April,29,Sunday,17,2
2002-05-10,2002,5,May,10,Friday,19,2
2020-03-10,2020,3,March,10,Tuesday,11,1
1983-06-24,1983,6,June,24,Friday,25,2
1975-08-20,1975,8,August,20,Wednesday,34,3
2009-11-24,2009,11,November,24,Tuesday,48,4
2003-06-07,2003,6,June,7,Saturday,23,2
2015-07-20,2015,7,July,20,Monday,30,3
1978-12-19,1978,12,December,19,Tuesday,51,4
1994-06-17,1994,6,June,17,Friday,24,2
1985-08-09,1985,8,August,9,Friday,32,3
2004-04-20,2004,4,April,20,Tuesday,17,2
1983-06-03,1983,6,June,3,Friday,22,2
2019-05-17,2019,5,May,17,Friday,20,2
2009-08-11,2009,8,August,11,Tuesday,33,3
1985-07-03,1985,7,July,3,Wednesday,27,3
2014-02-12,2014,2,February,12,Wednesday,7,1
2013-10-05,2013,10,October,5,Saturday,40,4
2019-01-08,2019,1,January,8,Tuesday,2,1
2013-10-27,2013,10,October,27,Sunday,43,4
2018-10-31,2018,10,October,31,Wednesday,44,4
2017-05-04,2017,5,May,4,Thursday,18,2
2019-01-02,2019,1,January,2,Wednesday,1,1
2005-07-19,2005,7,July,19,Tuesday,29,3
2012-08-30,2012,8,August,30,Thursday,35,3
2011-05-16,2011,5,May,16,Monday,20,2
1954-03-05,1954,3,March,5,Friday,9,1
2000-07-21,2000,7,July,21,Friday,29,3
1998-01-21,1998,1,January,21,Wednesday,4,1
2000-08-17,2000,8,August,17,Thursday,33,3
2019-09-12,2019,9,September,12,Thursday,37,3
2019-08-25,2019,8,August,25,Sunday,34,3
1975-03-07,1975,3,March,7,Friday,10,1
2002-08-11,2002,8,August,11,Sunday,32,3
1992-07-11,1992,7,July,11,Saturday,28,3
1965-06-01,1965,6,June,1,Tuesday,22,2
2009-10-30,2009,10,October,30,Friday,44,4
1995-02-03,1995,2,February,3,Friday,5,1
2016-01-15,2016,1,January,15,Friday,2,1
2022-07-14,2022,7,July,14,Thursday,28,3
1989-10-27,1989,10,October,27,Friday,43,4
1960-06-16,1960,6,June,16,Thursday,24,2
2020-02-06,2020,2,February,6,Thursday,6,1
2007-03-29,2007,3,March,29,Thursday,13,1
2018-04-19,2018,4,April,19,Thursday,16,2
2014-01-16,2014,1,January,16,Thursday,3,1
1985-02-07,1985,2,February,7,Thursday,6,1
1991-07-19,1991,7,July,19,Friday,29,3
2007-11-08,2007,11,November,8,Thursday,45,4
2010-07-13,2010,7,July,13,Tuesday,28,3
1955-04-24,1955,4,April,24,Sunday,16,2
2011-12-22,2011,12,December,22,Thursday,51,4
2001-01-31,2001,1,January,31,Wednesday,5,1
2011-10-07,2011,10,October,7,Friday,40,4
1995-05-30,1995,5,May,30,Tuesday,22,2
1986-01-17,1986,1,January,17,Friday,3,1
2015-05-14,2015,5,May,14,Thursday,20,2
2015-01-24,2015,1,January,24,Saturday,4,1
1981-03-20,1981,3,March,20,Friday,12,1
2008-03-21,2008,3,March,21,Friday,12,1
1989-02-10,1989,2,February,10,Friday,6,1
1981-08-14,1981,8,August,14,Friday,33,3
1990-07-20,1990,7,July,20,Friday,29,3
2016-11-19,2016,11,November,19,Saturday,46,4
2013-09-28,2013,9,September,28,Saturday,39,3
2006-10-13,2006,10,October,13,Friday,41,4
1975-08-14,1975,8,August,14,Thursday,33,3
2001-10-12,2001,10,October,12,Friday,41,4
1984-05-11,1984,5,May,11,Friday,19,2
2017-08-24,2017,8,August,24,Thursday,34,3
2008-10-24,2008,10,October,24,Friday,43,4
2016-03-17,2016,3,March,17,Thursday,11,1
2018-12-07,2018,12,December,7,Friday,49,4
2016-04-22,2016,4,April,22,Friday,16,2
2016-02-18,2016,2,February,18,Thursday,7,1
1987-05-01,1987,5,May,1,Friday,18,2
2009-11-07,2009,11,November,7,Saturday,45,4
2021-08-31,2021,8,August,31,Tuesday,35,3
2018-10-14,2018,10,October,14,Sunday,41,4
2000-12-26,2000,12,December,26,Tuesday,52,4
2015-03-20,2015,3,March,20,Friday,12,1
1958-07-16,1958,7,July,16,Wednesday,29,3
1981-10-16,1981,10,October,16,Friday,42,4
2019-05-15,2019,5,May,15,Wednesday,20,2
2021-05-13,2021,5,May,13,Thursday,19,2
2014-10-18,2014,10,October,18,Saturday,42,4
1954-11-03,1954,11,November,3,Wednesday,44,4
1993-05-01,1993,5,May,1,Saturday,17,2
1981-04-24,1981,4,April,24,Friday,17,2
2016-10-22,2016,10,October,22,Saturday,42,4
2017-11-10,2017,11,November,10,Friday,45,4
1989-02-17,1989,2,February,17,Friday,7,1
2017-02-17,2017,2,February,17,Friday,7,1
2017-04-28,2017,4,April,28,Friday,17,2
2018-11-30,2018,11,November,30,Friday,48,4
2011-09-20,2011,9,September,20,Tuesday,38,3
2012-05-29,2012,5,May,29,Tuesday,22,2
1979-08-25,1979,8,August,25,Saturday,34,3
1958-05-22,1958,5,May,22,Thursday,21,2
2021-06-14,2021,6,June,14,Monday,24,2
2003-06-18,2003,6,June,18,Wednesday,25,2
1999-01-14,1999,1,January,14,Thursday,2,1
2009-07-30,2009,7,July,30,Thursday,31,3
2014-06-19,2014,6,June,19,Thursday,25,2
2006-12-01,2006,12,December,1,Friday,48,4
2012-05-31,2012,5,May,31,Thursday,22,2
2012-10-27,2012,10,October,27,Saturday,43,4
2009-03-16,2009,3,March,16,Monday,12,1
1981-01-14,1981,1,January,14,Wednesday,3,1
2006-04-27,2006,4,April,27,Thursday,17,2
